id;date_x;price_x;bedrooms_x;bathrooms_x;sqft_living_x;sqft_lot_x;floors_x;waterfront_x;view_x;condition_x;grade_x;sqft_above_x;sqft_basement_x;yr_built_x;yr_renovated_x;zipcode_x;lat_x;long_x;sqft_living15_x;sqft_lot15_x;vendido_x;ajuste_quartos;vendido_experimento
1338600225;20140528T000000;1.97e+006;8;3.5;4440;6480;2.0;0;3;5;10;3140;1300;1959;0;98112;47.631;-122.303;4440;8640;0;;1
3512100050;20150224T000000;139000;4;1.5;1410;10648;1.0;0;0;4;7;1410;0;1966;0;98030;473.736;-122.188;1410;10522;0;;1
2916200091;20150303T000000;734000;4;2.5;2180;7204;2.0;0;0;3;8;2180;0;2014;0;98133;477.221;-122.352;1500;7650;0;;0
1328330590;20150420T000000;346500;5;2.5;2020;8250;1.0;0;0;4;8;1430;590;1978;0;98058;474.432;-122.135;1680;8959;0;;1
6840700165;20140701T000000;202000;1;1.0;590;833;1.0;0;0;4;7;590;0;1926;0;98122;476.082;-122.299;780;1617;0;;0
4141000060;20141205T000000;1,23E+10;4;2.5;3180;10319;2.0;0;0;4;11;3180;0;1986;0;98040;475.372;-122.232;3130;12120;0;;1
8651720150;20140721T000000;492500;4;2.75;2760;18306;1.0;0;0;3;7;1630;1130;1978;0;98034;477.302;-122.215;2470;9856;0;;0
7785000130;20150330T000000;926250;4;1.75;2390;17717;1.0;0;0;4;8;2390;0;1964;0;98040;475.755;-122.218;2390;10730;0;;1
5458300580;20141001T000000;478000;2;2.0;1200;1867;1.0;0;0;3;7;600;600;1924;1998;98109;47.627;-122.345;1790;2221;0;;1
3530410081;20140626T000000;216500;3;1.75;1390;4482;1.0;0;0;4;8;1390;0;1980;0;98198;473.785;-122.32;1390;4680;0;3.0;0
7549802600;20140528T000000;335000;4;2.0;1480;3132;1.0;0;0;5;6;740;740;1910;0;98108;47.55;-122.312;1480;6420;0;;1
3426049031;20140617T000000;870000;4;4.25;3010;4887;2.0;0;3;4;10;1940;1070;1951;1996;98115;476.933;-122.272;2540;9375;0;;0
9459200110;20140610T000000;315000;2;1.0;1740;3622;1.0;0;0;4;7;950;790;1924;0;98118;475.541;-122.29;1270;3800;0;;1
1377800277;20141215T000000;696000;6;3.25;2900;6400;2.0;0;0;4;8;2300;600;1977;0;98199;476.464;-122.401;2480;6400;0;;0
866400040;20141013T000000;540000;3;3.0;2570;5590;1.0;0;0;3;8;1580;990;2009;0;98034;477.271;-122.228;2020;10500;0;3.0;1
4457300005;20150325T000000;1,84E+10;4;3.25;4140;11007;2.0;0;0;3;10;4140;0;2013;0;98040;475.707;-122.217;2150;9663;0;;1
8069000075;20141229T000000;790000;4;1.75;2460;10061;1.0;1;4;3;7;1410;1050;1961;0;98178;475.105;-122.238;2300;10061;0;;0
7212651210;20141106T000000;320000;3;2.75;2150;9163;1.0;0;0;3;8;1340;810;1992;0;98003;47.266;-122.307;2260;7750;0;3.0;1
8062900070;20140909T000000;272000;5;1.5;2550;6300;1.0;0;0;4;7;1560;990;1959;0;98056;475.014;-122.172;1380;6300;0;;0
4363700365;20140801T000000;429000;4;2.5;2100;7920;1.5;0;0;4;6;1400;700;1916;0;98126;475.293;-122.371;1230;7920;0;;1
5363200180;20140515T000000;640000;4;2.0;2560;7798;1.0;0;0;4;7;1890;670;1947;0;98115;476.914;-122.296;1330;7798;0;;0
8081500050;20150302T000000;1.81e+006;5;2.5;4250;20441;1.0;0;1;4;11;2490;1760;1984;0;98004;476.377;-122.211;3620;16304;0;;1
7695450010;20140522T000000;604700;4;2.75;2750;14982;1.0;0;3;3;9;1720;1030;1981;0;98198;473.566;-122.32;2860;16344;0;;1
6873000190;20150311T000000;656000;2;2.5;2270;1763;3.0;0;0;3;7;1820;450;2009;0;98052;476.757;-122.121;2180;1763;0;;0
2658000373;20150122T000000;305000;3;2.0;1610;6250;1.0;0;0;4;7;1610;0;1952;0;98118;475.293;-122.271;1310;6000;0;3.0;1
3432500765;20140612T000000;320000;2;1.0;1100;8281;1.0;0;0;4;7;1100;0;1947;0;98155;477.414;-122.315;1510;8281;0;;0
9297301505;20140509T000000;536500;4;1.75;2000;4000;1.5;0;0;5;7;1450;550;1926;0;98126;475.659;-122.375;1430;4000;0;;1
254000175;20140819T000000;325000;2;1.0;1050;4800;1.0;0;0;4;7;1050;0;1969;0;98146;475.128;-122.388;1230;4800;0;;0
9578500690;20150327T000000;430236;4;3.25;3444;5166;2.0;0;0;3;8;2714;730;2014;0;98023;472.966;-122.348;2848;5182;0;;1
3260000570;20150210T000000;735000;4;3.0;2250;7245;1.0;0;0;4;7;1250;1000;1963;0;98005;476.045;-122.169;1960;7245;0;;1
8150600250;20141217T000000;649000;4;2.5;2730;4847;2.0;0;0;3;9;2730;0;2008;0;98126;47.549;-122.374;1250;4840;0;;0
7334501410;20141121T000000;299500;4;2.25;1600;15312;1.0;0;0;4;7;1080;520;1979;0;98045;474.629;-121.743;1620;12375;0;;1
9141100073;20140826T000000;500000;4;2.5;2040;6685;2.0;0;0;3;8;2040;0;1998;0;98133;477.413;-122.354;1890;8253;0;;0
1222069133;20150224T000000;415000;4;2.5;2210;213008;1.0;0;0;4;7;1210;1000;1975;0;98038;474.039;-121.98;2270;52707;0;;1
8682281480;20140725T000000;592500;2;2.0;1870;4751;1.0;0;0;3;8;1870;0;2006;0;98053;477.082;-122.015;2170;5580;0;;0
9542300530;20141124T000000;800000;4;2.25;2510;9963;1.0;0;0;4;9;2200;310;1967;0;98005;475.973;-122.177;3110;9963;0;;1
1150000400;20140721T000000;700000;3;2.5;2440;7491;2.0;0;0;4;10;2440;0;1988;0;98029;47.561;-122.019;2490;8580;0;3.0;1
1823069088;20150504T000000;492000;2;1.75;1300;22239;1.0;0;0;4;7;1300;0;1945;1986;98059;474.801;-122.092;1300;14810;0;;0
2624059036;20141003T000000;1,60E+11;5;4.5;5130;43123;2.0;0;0;3;11;5130;0;1996;0;98006;47.544;-122.126;4670;43560;0;;1
8682310460;20140709T000000;498800;2;1.75;1350;4614;1.0;0;0;3;8;1350;0;2008;0;98053;477.091;-122.015;1680;4775;0;;0
254000020;20140605T000000;453500;4;1.75;2000;6032;1.0;0;2;3;7;1300;700;1959;0;98146;475.132;-122.389;1930;6032;0;;1
7883603945;20140715T000000;400000;5;1.75;2300;6720;2.0;0;0;3;7;2300;0;1905;0;98108;47.528;-122.32;1200;6000;0;;0
6431000015;20140530T000000;700000;4;2.5;2310;3570;1.5;0;0;3;7;1490;820;1927;2014;98103;476.889;-122.347;1580;3060;0;;1
7215720410;20150415T000000;726888;5;3.0;2970;7261;2.0;0;0;3;9;2970;0;1999;0;98075;475.994;-122.019;2970;8437;0;;1
1924079091;20150113T000000;460000;4;2.0;1960;190357;1.0;0;3;2;8;1960;0;1971;0;98027;475.538;-121.958;2560;189100;0;;0
6118600045;20140825T000000;350000;4;2.0;2060;13400;1.0;0;2;4;8;2060;0;1957;0;98166;474.404;-122.34;1950;10370;0;;1
1786200010;20150514T000000;456500;4;2.5;2580;11780;2.0;0;0;3;9;2580;0;2003;0;98038;473.658;-122.04;2410;8403;0;;0
8085400401;20150115T000000;1,90E+09;4;4.5;4020;9656;2.0;0;0;3;10;4020;0;2007;0;98004;476.358;-122.207;1960;9520;0;;1
3299600120;20140718T000000;698000;4;2.5;2990;7231;2.0;0;0;3;9;2990;0;2001;0;98075;475.623;-122.032;3160;8339;0;;0
6819100040;20140624T000000;631500;2;1.0;1130;2640;1.0;0;0;4;8;1130;0;1927;0;98109;476.438;-122.357;1680;3200;0;;1
7686203620;20140925T000000;260000;4;2.5;2050;12500;1.0;0;0;3;7;1300;750;1965;0;98198;47.42;-122.319;1790;7900;0;;1
3080000040;20140515T000000;495000;3;2.0;2050;4000;1.5;0;0;5;7;1210;840;1941;0;98144;475.799;-122.306;1310;4000;0;3.0;0
6696800030;20140923T000000;650000;4;2.5;2290;10186;2.0;0;0;3;8;2290;0;1985;0;98008;476.353;-122.124;2150;10186;0;;1
7504000290;20140522T000000;635700;3;2.5;3240;13978;1.0;0;0;3;9;1860;1380;1977;0;98074;476.298;-122.057;3150;12767;0;3.0;0
8813400345;20150414T000000;575000;2;1.0;980;3663;1.0;0;0;5;7;980;0;1909;0;98105;476.645;-122.288;1620;3706;0;;1
1152700020;20141226T000000;370000;4;2.5;2650;5706;2.0;0;0;3;9;2650;0;2005;0;98042;473.515;-122.164;2760;5749;0;;0
1561930020;20140522T000000;430000;4;3.0;3220;8936;2.0;0;0;3;9;2450;770;1990;0;98031;474.208;-122.213;2810;10500;0;;1
3330501975;20141117T000000;475000;3;2.0;2040;6180;2.0;0;0;4;7;2040;0;1908;0;98118;475.503;-122.28;1870;4365;0;3.0;1
6448000100;20140617T000000;1,73E+09;4;3.0;3700;20570;1.0;0;0;4;10;1850;1850;1976;0;98004;476.212;-122.224;3080;17595;0;;0
2253200010;20150507T000000;390000;5;2.0;2400;9537;1.0;0;0;5;7;1210;1190;1959;0;98056;475.112;-122.186;1760;9533;0;;1
3528000260;20141111T000000;915000;3;2.5;3510;28052;2.0;0;0;3;10;3510;0;1988;0;98053;476.671;-122.057;2890;28295;0;3.0;0
7228500415;20140826T000000;480000;4;2.25;2520;2370;2.0;0;0;3;8;1690;830;1908;0;98122;476.109;-122.303;1530;2370;0;;1
1727001300;20140609T000000;1.9e+006;4;3.25;4130;112521;2.0;0;0;3;11;4130;0;1978;0;98005;476.392;-122.165;3140;26147;0;;0
7943000020;20150326T000000;183000;3;1.0;760;7272;1.0;0;0;4;7;760;0;1980;0;98003;473.205;-122.33;1370;7866;0;3.0;1
2724049222;20141201T000000;220000;2;2.5;1000;1092;2.0;0;0;3;7;990;10;2004;0;98118;475.419;-122.271;1330;1466;0;;1
986000045;20141007T000000;240000;4;1.75;2020;10332;1.0;0;0;3;7;1010;1010;1954;0;98168;475.059;-122.303;2240;8379;0;;0
7977201865;20150421T000000;525000;2;1.0;1360;6120;1.0;0;0;3;7;1060;300;1947;0;98115;476.841;-122.291;1800;5100;0;;1
3812400070;20150506T000000;435000;5;1.0;1410;6750;1.5;0;0;3;6;1410;0;1929;0;98118;475.453;-122.278;1360;6750;0;;0
7197800020;20150427T000000;585000;4;2.5;2250;4119;2.0;0;0;3;8;2250;0;2001;0;98075;475.973;-122.034;2290;3115;0;;1
1591600044;20141010T000000;409000;4;3.25;3140;10752;2.0;0;0;3;7;2300;840;1992;0;98146;475.022;-122.363;1300;9920;0;;0
240000269;20150124T000000;530000;4;4.5;4060;10800;2.0;0;0;3;10;4060;0;2007;0;98188;474.241;-122.29;1830;9768;0;;1
1139000035;20150305T000000;759950;4;3.5;2100;7560;2.0;0;0;5;8;2100;0;2005;0;98133;477.076;-122.356;1250;7560;0;;1
1400300055;20150428T000000;425000;2;1.0;770;5040;1.0;0;0;3;5;770;0;1930;0;98144;475.964;-122.299;1330;2580;0;;0
1024069027;20140723T000000;1,14E+11;4;3.25;3740;11467;2.0;0;0;3;10;3740;0;2014;0;98029;47.581;-122.022;2510;27520;0;;1
5494000040;20141201T000000;1,44E+09;4;2.75;2660;9547;1.0;0;1;3;8;1930;730;1968;2006;98004;47.616;-122.218;2410;10001;0;;0
3295610200;20140625T000000;770000;4;2.5;3920;12415;2.0;0;0;3;10;3920;0;1997;0;98075;475.658;-122.032;3639;12805;0;;1
8071000050;20141113T000000;270000;2;1.0;1040;5700;1.0;0;0;3;6;1040;0;1922;0;98118;47.519;-122.26;1380;5700;0;;0
7905380380;20141209T000000;348500;4;1.75;1870;7575;1.0;0;0;3;7;1480;390;1972;0;98034;477.205;-122.218;1670;7575;0;;1
7950302121;20140716T000000;289000;2;1.5;1010;1309;2.0;0;0;3;7;860;150;2007;0;98118;475.659;-122.286;1190;3060;0;;1
6613001241;20140811T000000;1,42E+09;4;3.0;3110;4408;2.5;0;3;4;10;2510;600;1931;0;98105;476.583;-122.27;3250;5669;0;;0
1235100371;20140717T000000;580000;5;2.75;3550;9600;2.0;0;0;3;7;3550;0;1960;0;98033;476.766;-122.186;3370;9600;0;;1
7696300080;20140914T000000;340000;4;1.75;1900;7313;1.0;0;0;3;7;1900;0;1973;0;98034;477.311;-122.232;1420;7384;0;;0
8122100235;20150413T000000;435000;2;1.0;960;6250;1.0;0;0;4;6;740;220;1940;0;98126;475.378;-122.375;1090;6000;0;;1
243000335;20140929T000000;305000;4;1.0;1560;8450;1.5;0;0;4;6;1560;0;1954;0;98166;474.552;-122.354;1380;8100;0;;0
3057000400;20140708T000000;249000;3;1.5;1090;2686;2.0;0;0;3;7;1090;0;1982;0;98034;47.717;-122.19;1160;2158;0;3.0;1
387000190;20150430T000000;535000;4;2.5;2240;6920;1.0;0;0;5;8;1380;860;1974;0;98146;475.011;-122.375;1540;7000;0;;1
1442880510;20140530T000000;499431;4;2.75;2620;6019;2.0;0;0;3;8;2620;0;2013;0;98045;47.484;-121.771;2790;6716;0;;0
9542100085;20141028T000000;940000;4;2.25;2800;18673;1.0;0;0;5;9;1650;1150;1965;0;98005;475.893;-122.177;2800;15300;0;;1
1137450120;20140729T000000;487500;4;2.5;2810;6296;2.0;0;0;3;9;2810;0;2013;0;98059;475.019;-122.151;2850;6140;0;;0
7272001610;20150317T000000;397000;4;2.5;2201;9542;2.0;0;0;3;8;2201;0;2006;0;98198;474.002;-122.317;1990;9542;0;;1
3352402250;20141021T000000;119900;2;1.0;700;3180;1.0;0;0;3;6;480;220;1951;0;98178;474.976;-122.262;1760;6360;0;;0
626059335;20140904T000000;527000;4;2.25;2330;19436;2.0;0;0;3;8;2330;0;1987;0;98011;477.663;-122.215;1910;10055;0;;1
1438000390;20140804T000000;469995;4;2.5;2350;3800;2.0;0;0;3;8;2350;0;2014;0;98059;474.783;-122.123;2670;4180;0;;1
3055800020;20150310T000000;419950;4;1.0;1530;7920;1.0;0;0;3;7;1030;500;1955;0;98166;474.544;-122.36;1690;7920;0;;0
3275300440;20141120T000000;230000;2;2.0;1260;10200;1.0;0;0;3;7;1020;240;1983;0;98003;472.593;-122.312;1560;10200;0;;1
6002400030;20140814T000000;324950;4;1.75;2320;9240;1.0;0;0;3;7;1160;1160;1959;2014;98178;474.909;-122.257;2130;7320;0;;0
1437580480;20140918T000000;994000;5;3.25;4260;7861;2.0;0;0;3;10;4260;0;2005;0;98074;47.611;-121.992;4020;7528;0;;1
2560803248;20140709T000000;270000;4;2.5;1660;8063;1.0;0;0;4;7;1660;0;1978;0;98198;473.761;-122.32;1060;8437;0;;0
7853340860;20150310T000000;420000;2;2.75;1760;4139;2.0;0;0;3;8;1760;0;2010;0;98065;475.175;-121.878;1870;3076;0;;1
9550202730;20141014T000000;509250;2;1.5;1480;3120;1.0;0;0;3;7;930;550;1914;2007;98105;476.684;-122.323;1000;3780;0;;1
9232400055;20140917T000000;279200;1;1.0;640;6350;1.0;0;0;3;5;640;0;1939;0;98117;476.976;-122.359;1270;6350;0;;0
3445000005;20141117T000000;237600;2;1.0;1370;11584;1.0;0;0;4;6;1370;0;1950;0;98198;474.224;-122.293;1330;8012;0;;1
7202340010;20150224T000000;671300;4;2.5;3280;5232;2.0;0;0;3;7;3280;0;2004;0;98053;476.798;-122.033;2600;5080;0;;0
5700000975;20140819T000000;860000;5;1.75;2510;6000;1.5;0;0;5;8;2010;500;1920;0;98144;475.798;-122.292;2240;5000;0;;1
5652601155;20150415T000000;564000;4;1.75;1960;6138;1.0;0;0;4;7;1260;700;1960;0;98115;476.968;-122.299;2000;7057;0;;0
2143700830;20141006T000000;207000;4;2.5;2100;19680;1.5;0;0;3;6;2100;0;1914;0;98055;474.787;-122.23;1340;12300;0;;1
1121000414;20140927T000000;750000;4;2.75;3150;6343;1.0;0;3;3;8;1810;1340;1976;0;98126;475.424;-122.381;2250;6343;0;;1
6073300530;20150428T000000;529950;4;2.75;1860;7500;1.0;0;0;5;8;1220;640;1967;0;98056;475.398;-122.173;2020;8137;0;;0
5727500006;20150427T000000;679990;4;2.75;3320;8653;2.0;0;0;3;8;3320;0;2014;0;98133;477.521;-122.334;2140;8727;0;;1
7754900280;20140623T000000;322200;4;2.25;2010;19000;2.0;0;0;4;8;2010;0;1975;0;98042;473.734;-122.119;1950;19626;0;;0
8011100050;20150508T000000;350000;2;1.0;1220;28703;1.0;0;0;4;7;1220;0;1953;0;98056;474.952;-122.172;2740;6720;0;;1
3649100306;20140506T000000;379900;4;1.75;1500;11600;1.0;0;0;4;7;1000;500;1955;0;98028;477.373;-122.241;1740;11600;0;;0
293600080;20140617T000000;280000;4;2.25;1930;7207;1.0;0;0;4;7;1360;570;1988;0;98030;473.783;-122.182;1760;7207;0;;1
2206500110;20140905T000000;508450;3;1.75;1520;9600;1.0;0;0;4;7;1000;520;1955;0;98006;475.763;-122.154;1510;9000;0;3.0;1
4054530260;20140627T000000;1.82e+006;4;4.5;6640;53330;2.0;0;0;3;12;6640;0;1993;0;98077;477.283;-122.046;4620;68625;0;;0
5104510720;20141210T000000;360000;4;2.5;2000;5500;2.0;0;0;3;8;2000;0;2003;0;98038;473.552;-122.014;2000;5512;0;;1
1921059310;20150320T000000;193000;2;1.75;1280;6774;1.0;0;0;3;7;1280;0;1991;0;98002;472.925;-122.219;1450;7810;0;;0
7852010510;20150424T000000;585000;3;2.5;2910;6250;2.0;0;0;3;8;2910;0;1999;0;98065;47.538;-121.87;2550;6250;0;3.0;1
2386000020;20141008T000000;885000;4;2.25;4470;86225;2.0;0;0;3;10;4470;0;1991;0;98053;476.377;-121.985;3850;97049;0;;0
2473350710;20141027T000000;390000;3;1.75;2330;8364;1.0;0;0;4;8;2330;0;1968;0;98058;474.568;-122.146;2180;9630;0;3.0;1
4389200765;20140625T000000;2.3e+006;4;3.25;4250;8570;2.0;0;0;3;9;4250;0;2004;0;98004;476.154;-122.21;2830;12821;0;;1
9264902050;20141121T000000;315000;6;2.75;2940;7350;1.0;0;0;3;8;1780;1160;1978;0;98023;473.103;-122.339;2120;8236;0;;0
4309700190;20140724T000000;725000;4;2.5;3300;28433;2.0;0;0;3;9;3300;0;1998;0;98059;475.072;-122.112;3550;26386;0;;1
9544200422;20140731T000000;1,27E+11;4;2.75;3820;8850;2.0;0;0;3;10;3820;0;2014;0;98033;476.506;-122.195;2330;12000;0;;0
7237450080;20140823T000000;362865;4;2.5;2245;4301;2.0;0;0;3;8;2245;0;2014;0;98038;473.555;-122.063;2530;4478;0;;1
4237900645;20141010T000000;475000;2;1.75;1320;3420;1.0;0;1;3;7;1080;240;1955;0;98199;476.639;-122.399;2070;6000;0;;0
7635800600;20140626T000000;365000;5;2.0;2280;19000;1.5;0;0;3;6;2280;0;1924;0;98166;474.683;-122.359;1790;11800;0;;1
9834201215;20141009T000000;276000;3;1.0;870;2676;1.0;0;0;3;7;820;50;2004;0;98144;475.702;-122.287;1500;1719;0;3.0;1
2085700050;20140826T000000;420000;4;2.5;2480;8626;2.0;0;0;3;10;2480;0;2001;0;98001;473.185;-122.262;2990;9033;0;;0
8644400040;20140729T000000;605000;3;2.25;2510;31584;2.0;0;0;4;9;2510;0;1979;0;98074;476.153;-122.054;2510;39221;0;3.0;1
3905120330;20141110T000000;575000;4;2.5;2040;5508;2.0;0;0;4;8;2040;0;1996;0;98029;475.719;-122.007;2130;5496;0;;0
7312100010;20150302T000000;410000;4;2.5;2240;4447;2.0;0;0;3;7;2240;0;2006;0;98059;474.868;-122.159;2000;3800;0;;1
1982201345;20140502T000000;440000;2;1.0;800;4850;1.0;0;0;4;7;800;0;1944;0;98107;476.639;-122.364;1150;4365;0;;0
686530020;20140609T000000;627000;4;2.0;2030;9300;1.0;0;0;4;8;2030;0;1976;0;98052;476.658;-122.149;1800;9018;0;;1
6421100502;20140915T000000;695000;5;3.0;3290;14134;1.0;0;0;3;7;1870;1420;2004;0;98052;476.708;-122.14;1970;11470;0;;1
6141100395;20150204T000000;240000;2;1.0;870;6552;1.0;0;0;3;6;870;0;1947;0;98133;477.188;-122.353;1500;6678;0;;0
2690600005;20141001T000000;162500;2;1.0;760;6141;1.0;0;0;2;6;760;0;1920;0;98118;475.469;-122.277;900;4120;0;;1
1189000205;20150311T000000;400000;2;2.5;1170;1811;2.0;0;0;3;8;1170;0;2001;0;98122;476.132;-122.297;1250;3146;0;;0
98020480;20140828T000000;885000;4;2.5;4090;11225;2.0;0;0;3;10;4090;0;2005;0;98075;47.581;-121.971;3510;8762;0;;1
2525059127;20141118T000000;445000;4;2.0;1700;21780;1.0;0;0;4;6;1080;620;1940;0;98052;476.289;-122.108;2070;12054;0;;0
5253300320;20141103T000000;395000;4;1.75;1950;10219;1.0;0;0;3;7;1950;0;1962;0;98133;477.492;-122.336;1500;9099;0;;1
7215730410;20140825T000000;727000;4;3.0;3150;9703;2.0;0;0;3;9;3150;0;2001;0;98075;475.962;-122.018;3150;8819;0;;1
2616800600;20140530T000000;840000;7;4.5;4290;37607;1.5;0;0;5;10;4290;0;1982;0;98027;474.812;-122.033;2810;40510;0;;0
2493200435;20140825T000000;360000;2;2.0;1180;3200;1.0;0;1;4;6;590;590;1945;0;98136;475.275;-122.383;1350;4000;0;;1
7570050070;20150205T000000;419900;5;3.5;2880;5000;2.0;0;0;3;8;2260;620;2012;0;98038;473.455;-122.023;2590;4800;0;;0
3905090410;20150123T000000;760000;4;2.5;3120;8792;2.0;0;0;4;9;3120;0;1992;0;98029;475.699;-121.993;2150;7688;0;;1
8562740530;20140512T000000;788000;4;3.25;3680;5759;2.0;0;0;3;9;2840;840;2003;0;98027;475.367;-122.067;3620;6006;0;;0
7853270630;20150120T000000;544000;4;2.5;2340;6973;2.0;0;0;3;8;1930;410;2005;0;98065;475.451;-121.882;2950;6908;0;;1
3023069166;20140708T000000;1,14E+11;5;4.0;7320;217800;2.0;0;0;3;11;7320;0;1992;0;98058;474.473;-122.086;3270;34500;0;;1
6117500430;20140819T000000;925000;5;3.5;4050;13495;1.0;0;2;4;9;2230;1820;1988;0;98166;474.384;-122.352;3210;13495;0;;0
4140900050;20150126T000000;440000;4;1.75;2180;10200;1.0;0;2;3;8;2000;180;1966;0;98028;477.638;-122.27;2590;10445;0;;1
418000310;20140514T000000;155000;2;1.0;700;5200;1.0;0;0;5;6;700;0;1952;0;98056;474.924;-122.175;1030;5200;0;;0
6414100721;20150416T000000;407500;2;1.0;770;6017;1.0;0;0;3;7;770;0;1950;0;98125;477.223;-122.321;1670;7500;0;;1
1328330290;20140729T000000;328000;3;1.75;1990;7194;1.0;0;0;4;8;1400;590;1978;0;98058;474.417;-122.135;1820;7400;0;3.0;0
3876200060;20140502T000000;382500;4;1.75;1560;8700;1.0;0;0;4;7;1560;0;1967;0;98034;477.274;-122.181;2080;8000;0;;1
1223039290;20140905T000000;403950;4;2.5;2120;13780;2.0;0;0;3;8;2120;0;1993;0;98146;474.987;-122.365;1880;12000;0;;1
1770000490;20140522T000000;356000;3;1.75;1060;16470;1.0;0;0;3;7;1060;0;1977;0;98072;477.409;-122.089;1790;16748;0;3.0;0
6117500955;20150204T000000;445500;4;1.5;2210;10497;1.0;0;0;4;8;1650;560;1953;0;98166;474.321;-122.347;1840;12697;0;;1
2144800117;20140626T000000;270000;4;2.25;2600;9900;1.0;0;0;3;7;1600;1000;1965;0;98178;474.881;-122.237;1770;11250;0;;0
1471701170;20140611T000000;335000;4;2.25;2030;13500;1.0;0;0;3;7;1230;800;1963;0;98059;474.596;-122.066;1830;13800;0;;1
3304300380;20150108T000000;600000;5;2.75;3380;8179;2.0;0;0;3;9;3380;0;2011;0;98059;474.827;-122.135;2840;8179;0;;0
2624079028;20141027T000000;997950;4;3.5;4270;117176;2.0;0;0;3;9;4270;0;2008;0;98024;475.352;-121.883;2610;5251;0;;1
40001065;20140529T000000;250000;2;1.0;1110;26051;1.0;0;0;3;6;1110;0;1951;0;98168;474.711;-122.291;2240;12255;0;;1
6793300010;20141215T000000;705000;4;2.75;3000;6222;2.0;0;0;3;9;3000;0;2004;0;98029;475.582;-122.025;3340;7222;0;;0
5078400160;20140605T000000;1.8e+006;5;4.5;4400;15580;2.0;0;0;3;11;3390;1010;2003;0;98004;476.232;-122.207;2150;14249;0;;1
6979900360;20140709T000000;635000;4;2.5;3080;35430;2.0;0;0;3;9;3080;0;1997;0;98053;476.325;-121.97;2640;28972;0;;0
2771603940;20150109T000000;640000;2;1.0;1360;5000;1.0;0;0;3;7;1200;160;1936;0;98199;476.372;-122.392;1540;4000;0;;1
2998800110;20150325T000000;1,35E+09;4;3.25;3440;4920;2.0;0;4;3;10;2520;920;2014;0;98116;475.727;-122.409;2350;5166;0;;0
4139910180;20150114T000000;1,48E+09;5;4.0;4770;31570;2.0;0;0;3;12;4770;0;1990;0;98006;475.468;-122.123;4520;32070;0;;1
4444800045;20150420T000000;657500;4;1.75;1620;7560;1.0;0;3;4;7;1380;240;1947;0;98117;476.981;-122.4;2170;8650;0;;1
3127200021;20140616T000000;850000;4;3.5;4140;7089;2.0;0;0;3;10;3160;980;2003;0;98034;477.059;-122.2;2640;8896;0;;0
1425069071;20150323T000000;875000;4;2.5;3230;256132;2.0;0;0;3;9;3230;0;2006;0;98053;476.544;-121.998;3080;217800;0;;1
3797001702;20141216T000000;1,07E+09;5;3.5;2920;3000;2.0;0;0;3;9;2260;660;2014;0;98103;476.846;-122.349;1580;4000;0;;0
6072100790;20150408T000000;648000;5;2.25;2410;12000;2.0;0;0;4;8;2410;0;1973;0;98006;475.434;-122.175;2080;12000;0;;1
6749700006;20140715T000000;306000;2;1.5;1090;1183;3.0;0;0;3;8;1090;0;2008;0;98103;476.974;-122.349;1110;1384;0;;0
3213200180;20150505T000000;700180;2;1.75;1530;4387;1.0;0;0;3;8;1020;510;1952;0;98115;476.726;-122.264;1870;5029;0;;1
5100403882;20150427T000000;967000;3;2.5;3100;7250;2.0;0;0;3;9;3100;0;2010;0;98115;476.961;-122.316;1240;6670;0;3.0;1
6788201440;20150407T000000;855000;5;1.5;1930;4500;1.5;0;0;3;8;1930;0;1929;0;98112;476.401;-122.303;2083;4500;0;;0
11510310;20140905T000000;835000;4;2.75;3130;13412;2.0;0;0;3;9;2140;990;1993;0;98052;476.993;-122.102;2260;9984;0;;1
7708200180;20140710T000000;535000;5;3.25;2850;4551;2.0;0;0;3;8;2370;480;2006;0;98059;474.916;-122.144;2850;4849;0;;0
7503000020;20140507T000000;415000;4;3.0;1830;9548;2.0;0;0;3;7;1830;0;1991;0;98028;477.379;-122.224;1740;9750;0;;1
926069142;20141124T000000;480000;4;2.5;2870;35757;2.0;0;0;4;9;2870;0;1977;0;98077;477.568;-122.05;2700;41221;0;;0
318300040;20140923T000000;649000;5;3.25;3990;13087;2.0;0;0;3;9;2400;1590;1991;0;98042;473.632;-122.061;2580;13633;0;;1
1774230090;20140613T000000;697000;4;2.75;3650;48351;1.5;0;0;4;8;3650;0;1978;0;98077;477.632;-122.089;2820;53143;0;;1
7787920160;20150427T000000;472000;3;2.5;2570;7412;2.0;0;0;3;8;2570;0;2006;0;98019;477.265;-121.957;2890;8056;0;3.0;0
2771104830;20140611T000000;800000;4;3.75;2690;4000;2.0;0;3;4;9;2120;570;1909;1989;98119;476.418;-122.372;2830;4000;0;;1
1562100220;20150501T000000;605000;6;2.0;2610;9132;1.0;0;0;4;8;1320;1290;1965;0;98007;47.622;-122.14;2170;8000;0;;0
5135000050;20140801T000000;960000;4;2.5;2820;5934;1.0;0;3;5;9;1770;1050;1952;0;98116;475.706;-122.403;2230;6000;0;;1
1622069127;20141118T000000;525000;5;3.25;3960;321908;2.0;0;0;4;9;2690;1270;1989;0;98038;473.984;-122.055;2360;96703;0;;0
1224049080;20140620T000000;925000;4;2.0;3140;10437;1.0;0;0;4;8;2040;1100;1959;0;98040;475.786;-122.229;2010;10437;0;;1
